Name,Year,Author,ISBN-10,Pages,Language,File size,File format,Category,Links
Data Mining Methods and Applications,2008,Kenneth D. Lawrence,0849385229,336,English,9.19 MB,PDF,Datebases,http://file.allitebooks.com/20151012/Data Mining Methods and Applications.pdf
"Guide to TCP/IP, 4th Edition",2012,Ed Tittel,1133019862,768,English,433.35 MB,PDF,"Networks, Protocols & APIs","http://file.allitebooks.com/20151012/Guide to TCPIP, 4th Edition.pdf"
Parallelism in Matrix Computations,2015,Ahmed H. Sameh,9401771871,473,English,"8,89 MB",PDF,Computer Science,http://file.allitebooks.com/20151012/Parallelism in Matrix Computations.pdf
Python for Secret Agents,2014,Steven F. Lott,1783980427,216,English,1.45 MB,PDF,Python,http://file.allitebooks.com/20151012/Python for Secret Agents.pdf
Using OpenRefine,2013,Max De Wilde,1783289082,114,English,2.16 MB,PDF,Java,http://file.allitebooks.com/20151012/Using OpenRefine.pdf
"Objects First with Java, 5th Edition",2011,David J. Barnes,0132492660,560,English,7.59 MB,PDF,Java,"http://file.allitebooks.com/20151012/Objects First with Java, 5th Edition.pdf"
"Supporting Windows 8, 2nd Edition",2014,Jean Andrews,1285843061,160,English,50.02 MB,PDF,Windows,"http://file.allitebooks.com/20151011/Supporting Windows 8, 2nd Edition.pdf"
Pro .NET 2.0 XML (Expert’s Voice in .NET),2008,Bipin Joshi,1590598253,528,English,15.61 MB,PDF,.NET,http://file.allitebooks.com/20151011/Pro .NET 2.0 XML (Expert-s Voice in .NET).pdf
"Starting out with Visual C# 2010, 2nd edition",2012,Tony Gaddis,1292025964,747,English,2.17 MB,PDF,C & C++,"http://file.allitebooks.com/20151011/Starting out with Visual C# 2010, 2nd edition.pdf"
Selenium Essentials,2015,Prashanth Sams,1784394335,194,English,2.79 MB,PDF,Web Development,http://file.allitebooks.com/20151011/Selenium Essentials.pdf
Ctrl+Shift+Enter,2013,Mike Excelisfun Girvin,1615470077,338,English,17.35 MB,PDF,Software,http://file.allitebooks.com/20151011/Ctrl+Shift+Enter.pdf
"Cyber Security: Analytics, Technology and Automation",2015,Martti Lehto,331918301X,280,English,5.71 MB,PDF,Security,"http://file.allitebooks.com/20151011/Cyber Security- Analytics, Technology and Automation.pdf"
Protecting Privacy in Data Release,2015,Giovanni Livraga,3319161083,210,English,7.88 MB,PDF,Datebases,http://file.allitebooks.com/20151011/Protecting Privacy in Data Release (Advances in Information Security).pdf
Big Data and Business Analytics,2013,Jay Liebowitz,1466565780,304,English,7.61 MB,PDF,Datebases,http://file.allitebooks.com/20151010/Big Data and Business Analytics.pdf
Movie Analytics,2015,Changan Zhang,3319094254,64,English,4.87 MB,PDF,Datebases,http://file.allitebooks.com/20151010/Movie Analytics.pdf
Complexity Management with the K-Method,2015,Daniel Kossmann,3662482436,107,English,2.56 MB,PDF,Computer Science,http://file.allitebooks.com/20151010/Complexity Management with the K-Method.pdf
Testing and Validation of Computer Simulation Models,2015,David J. Murray-Smith,3319150987,252,English,5.28 MB,PDF,Computer Science,http://file.allitebooks.com/20151010/Testing and Validation of Computer Simulation Models.pdf
Digital Games and Mathematics Learning,2015,Robyn Jorgensen (Zevenbergen),9401795169,309,English,8.88 MB,PDF,Computer Science,http://file.allitebooks.com/20151010/Digital Games and Mathematics Learning.pdf
Feature Selection for High-Dimensional Data,2015,Amparo Alonso-Betanzos,3319218573,167,English,1.27 MB,PDF,Datebases,http://file.allitebooks.com/20151010/Feature Selection for High-Dimensional Data.pdf
Visual Cryptography for Image Processing and Security,2015,Feng Liu,3319234722,167,English,7.35 MB,PDF,Computer Science,http://file.allitebooks.com/20151010/Visual Cryptography for Image Processing and Security.pdf
Natural Computing Algorithms,2015,Anthony Brabazon,3662436302,554,English,8.32 MB,PDF,Computer Science,http://file.allitebooks.com/20151010/Natural Computing Algorithms.pdf
Numerical Python,205545,Robert Johansson,1484205545,512,English,12.35 MB,PDF,Python,http://file.allitebooks.com/20151010/Numerical Python.pdf
Learn to Code with Games,2015,John M. Quick,1498704689,312,English,7.85 MB,PDF,Computer Science,http://file.allitebooks.com/20151010/Learn to Code with Games.pdf
Empirical Research in Software Engineering,2015,Ruchika Malhotra,1498719724,498,English,9.72 MB,PDF,Computer Science,http://file.allitebooks.com/20151010/Empirical Research in Software Engineering.pdf
Human-Computer Interface Technologies for the Motor Impaired,2015,Dinesh K. Kumar,1482262665,214,English,8.25 MB,PDF,Computer Science,http://file.allitebooks.com/20151010/Human-Computer Interface Technologies for the Motor Impaired.pdf
Science Fiction Video Games,2014,Neal Roger Tringham,148220388X,536,English,5.72 MB,PDF,Game Programming,http://file.allitebooks.com/20151009/Science Fiction Video Games.pdf
"Oracle 11G: SQL, 2nd Edition",2009,Joan Casteel,1439041288,608,English,13.86 MB,PDF,Oracle,http://file.allitebooks.com/20151009/Oracle 11G- SQL.pdf
Learning Docker,2015,Jeeva S. Chelladhurai,1784397938,235,English,2.18 MB,PDF,Networking & Cloud Computing,http://file.allitebooks.com/20151008/Learning Docker.pdf
Getting Started with VMware Virtual SAN,2015,Cedric Rajendran,1784399256,143,English,3.23 MB,PDF,Software,http://file.allitebooks.com/20151008/Getting Started with VMware Virtual SAN.pdf
Modernizing Legacy Applications in PHP,2014,Paul M. Jones,131210063X,248,English,14.29 MB,PDF,PHP,http://file.allitebooks.com/20151008/Modernizing Legacy Applications in PHP.pdf
Learning Karaf Cellar,2014,Jean-Baptiste Onofré,1783984600,114,English,2.67 MB,PDF,Networking & Cloud Computing,http://file.allitebooks.com/20151008/Learning Karaf Cellar.pdf
Blend for Visual Studio 2012 By Example Beginner’s Guide,2015,Abhishek Shukla,1849693889,226,English,5.48 MB,PDF,C & C++,http://file.allitebooks.com/20151008/Blend for Visual Studio 2012 by Example Beginners Guide.pdf
Microsoft System Center PowerShell Essentials,2015,Guruprasad HP,1784397148,140,English,1.36 MB,PDF,Network Administration,http://file.allitebooks.com/20151008/Microsoft System Center PowerShell Essentials.pdf
Microsoft Azure IAAS Essentials,2015,Gethyn Ellis,178217463X,173,English,6.20 MB,PDF,Software,http://file.allitebooks.com/20151008/Microsoft Azure IaaS Essentials.pdf
Microsoft BizTalk Server 2010 Patterns,2011,Dan Rosanova,184968460X,396,English,8.43 MB,PDF,Networking & Cloud Computing,http://file.allitebooks.com/20151008/Microsoft BizTalk Server 2010 Patterns.pdf
Mastering Chef,2015,Mayank Joshi,1783981563,315,English,2.09 MB,PDF,Web Development,http://file.allitebooks.com/20151008/Mastering Chef.pdf
The Evolution Of Language,2010,Andrew D. M. Smith,9814295213,552,English,91.72 MB,PDF,Computer Science,http://file.allitebooks.com/20151008/The Evolution Of Language.pdf
vCenter Troubleshooting,2015,Chuck Mills,1783554037,184,English,4.99 MB,PDF,Software,http://file.allitebooks.com/20151008/vCenter Troubleshooting.pdf
Troubleshooting CentOS,2015,Jonathan Hobson,1785289829,190,English,1.92 MB,PDF,Linux & Unix,http://file.allitebooks.com/20151008/Troubleshooting CentOS.pdf
"The Official Ubuntu Book, 6th edition",2011,Amber Graner,0132748509,432,English,9.87 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20151008/The Official Ubuntu Book, 6th edition.pdf"
Handbook of Computational Approaches to Counterterrorism,2013,VS Subrahmanian,1461453100,579,English,12.41 MB,PDF,Datebases,http://file.allitebooks.com/20151007/Handbook of Computational Approaches to Counterterrorism.pdf
Railway Infrastructure Security,2015,Antonio Sforza,3319044257,264,English,7.77 MB,PDF,Computer Science,http://file.allitebooks.com/20151007/Railway Infrastructure Security.pdf
"Learn Raspberry Pi 2 with Linux and Windows 10, 2nd Edition",2015,David Hows,1484211634,300,English,10.32 MB,PDF,Linux & Unix,http://file.allitebooks.com/20151006/Learn Raspberry Pi 2 with Linux and Windows 10.pdf
Beginning Big Data with Power BI and Excel 2013,2013,Neil Dunlop,1484205308,300,English,21.14 MB,PDF,Datebases,http://file.allitebooks.com/20151006/Beginning Big Data with Power BI and Excel 2013.pdf
Machine Vision,2015,Christian Frese,3662477939,798,English,47.28 MB,PDF,Computer Science,http://file.allitebooks.com/20151006/Machine Vision.pdf
Mastering AutoCAD 2013 and AutoCAD LT 2013,2012,Brian C. Benton,1118174070,1200,English,48.11 MB,PDF,CAD,http://file.allitebooks.com/20151006/Mastering AutoCAD 2013 and AutoCAD LT 2013.pdf
Microsoft Word 2010 Complete,2010,Connie Morrison,1111529515,376,English,70.55 MB,PDF,Windows & PC,http://file.allitebooks.com/20151006/Microsoft Word 2010 Complete.pdf
Adobe Creative Cloud Design Tools All-in-One For Dummies,2013,Jennifer Smith,1118646118,1056,English,55.22 MB,PDF,Cloud Computing,http://file.allitebooks.com/20151006/Adobe Creative Cloud Design Tools All-in-One For Dummies.pdf
Beginning R,2012,Larry A. Pace,1430245549,336,English,8.55 MB,PDF,Software,http://file.allitebooks.com/20151005/Beginning R- An Introduction to Statistical Programming.pdf
Beginning Oracle Database 11g Administration,2009,Ignatius Fernandez,1590599683,464,English,5.72 MB,PDF,Oracle,http://file.allitebooks.com/20151005/Beginning Oracle Database 11g Administration- From Novice to Professional.pdf
Learning Predictive Analytics with R,2015,Eric Mayor,1782169350,332,English,3.43 MB,PDF,Datebases,http://file.allitebooks.com/20151005/Learning Predictive Analytics with R.pdf
Mastering Data Analysis with R,2015,Gergely Daroczi,1783982020,396,English,7.76 MB,PDF,Datebases,http://file.allitebooks.com/20151005/Mastering Data Analysis with R.pdf
Hybrid Soft Computing Approaches: Research and Applications,2015,Paramartha Dutta,8132225430,457,English,11.14 MB,PDF,Computer Science,http://file.allitebooks.com/20151003/Hybrid Soft Computing Approaches- Research and Applications.pdf
Multilevel Business Processes: Modeling and Data Analysis,2015,Christoph Schütz,365811083X,256,English,1.61 MB,PDF,Data Analysis,http://file.allitebooks.com/20151003/Multilevel Business Processes- Modeling and Data Analysis.pdf
Fifty Years of Fuzzy Logic and its Applications,2015,Abraham Kandel,3319196820,679,English,19.74 MB,PDF,Computer Science,http://file.allitebooks.com/20151003/Fifty Years of Fuzzy Logic and its Applications (Studies in Fuzziness and Soft Computing).pdf
MAC Protocols for Cyber-Physical Systems,2015,Azizur Rahim,3662463601,104,English,4.35 MB,PDF,Computer Science,http://file.allitebooks.com/20151003/MAC Protocols for Cyber-Physical Systems.pdf
Primer to Analysis of Genomic Data Using R (Use R!),2015,Cedric Gondro,331914474X,288,English,7.79 MB,PDF,Computer Science,http://file.allitebooks.com/20151003/Primer to Analysis of Genomic Data Using R (Use R!).pdf
Swift OS X Programming for Absolute Beginners,2015,Wallace Wang,1484212347,572,English,15.42 MB,PDF,Swift,http://file.allitebooks.com/20151003/Swift OS X Programming for Absolute Beginners.pdf
Introduction to Concurrency Theory: Transition Systems and CCS,2015,Cristian Versari,331921490X,334,English,3.58 MB,PDF,Computer Science,http://file.allitebooks.com/20151003/Introduction to Concurrency Theory- Transition Systems and CCS.pdf
Exploring Robotics with ROBOTIS Systems,2015,Chi N. Thai,3319204173,172,English,9.92 MB,PDF,Computer Science,http://file.allitebooks.com/20151003/Exploring Robotics with ROBOTIS Systems.pdf
Pro Oracle Fusion Applications: Installation and Administration,2015,Tushar Thakker,1484209842,617,English,53.22 MB,PDF,Oracle,http://file.allitebooks.com/20151003/Pro Oracle Fusion Applications- Installation and Administration.pdf
Pro Freeware and Open Source Solutions for Business,2015,Phillip Whitt,1484211316,280,English,15.66 MB,PDF,Computer Science,http://file.allitebooks.com/20151003/Pro Freeware and Open Source Solutions for Business.pdf
Asynchronous Control for Networked Systems,2015,Francisco Rodríguez Rubio,3319212982,339,English,10.67 MB,PDF,Networking & Cloud Computing,http://file.allitebooks.com/20151003/Asynchronous Control for Networked Systems.pdf
Windows 10 Revealed,2015,Kinnary Jangla,1484206878,150,English,6.31 MB,PDF,Windows,http://file.allitebooks.com/20151003/Windows 10 Revealed.pdf
Pro SQL Server Wait Statistics,2015,Enrico Van De Laar,1484211405,336,English,10.88 MB,PDF,SQL,http://file.allitebooks.com/20151003/Pro SQL Server Wait Statistics.pdf
Security in Wireless Sensor Networks,2015,George S. Oreku,3319212680,87,English,1.68 MB,PDF,Network Security,http://file.allitebooks.com/20151003/Security in Wireless Sensor Networks.pdf
Color Image and Video Enhancement,2015,Bogdan Smolka,3319093622,393,English,30.27 MB,PDF,Graphics & Design,http://file.allitebooks.com/20151003/Color Image and Video Enhancement.pdf
Rule Based Systems for Big Data,2015,Alexander Gegov,3319236954,121,English,2.89 MB,PDF,Big Data,http://file.allitebooks.com/20151003/Rule Based Systems for Big Data- A Machine Learning Approach.pdf
Cloud Portability and Interoperability: Issues and Current Trends,2015,Beniamino Di Martino,331913700X,136,English,6.66 MB,PDF,Cloud Computing,http://file.allitebooks.com/20151003/Cloud Portability and Interoperability (SpringerBriefs in Computer Science).pdf
Big Data in Complex Systems: Challenges and Opportunities,2015,Aboul Ella Hassanien,3319110551,508,English,17.44 MB,PDF,Big Data,http://file.allitebooks.com/20151003/Big Data in Complex Systems- Challenges and Opportunities.pdf
Asterisk 1.6,2009,Barrie Dempster,1847198627,240,English,5.9 MB,PDF,Web Development,http://file.allitebooks.com/20150930/Asterisk 1.6.pdf
Mastering MariaDB,2014,Federico Razzoli,1783981547,350,English,2.34 MB,PDF,SQL,http://file.allitebooks.com/20150930/Mastering MariaDB.pdf
Mastering KnockoutJS,2014,Timothy Moran,1783981008,270,English,1.91 MB,PDF,JavaScript,http://file.allitebooks.com/20150930/Mastering KnockoutJS.pdf
Mastering GeoServer,2014,Colin Henderson,1783287691,420,English,10.58 MB,PDF,Java,http://file.allitebooks.com/20150930/Mastering GeoServer.pdf
MariaDB High Performance,2014,Pierre MAVRO,1783981601,300,English,3.81 MB,PDF,SQL,http://file.allitebooks.com/20150930/MariaDB High Performance.pdf
Learning iBeacon,2014,Craig Gilchrist,1784397121,196,English,3.68 MB,PDF,Programming,http://file.allitebooks.com/20150930/Learning iBeacon.pdf
Learning HBase,2014,Shashwat Shriparv,1783985941,326,English,4.83 MB,PDF,Java,http://file.allitebooks.com/20150930/Learning HBase.pdf
Learning Concurrent Programming in Scala,2014,Aleksandar Prokopec,1783281413,366,English,3.66 MB,PDF,Programming,http://file.allitebooks.com/20150930/Learning Concurrent Programming in Scala.pdf
Learning Cocos2d-x Game Development,2014,Siddharth Shekar,1783988266,266,English,9.50 MB,PDF,Network Administration,http://file.allitebooks.com/20150930/Learning Cocos2d-x Game Development.pdf
Learning Ansible,2014,Madhurranjan Mohaan,1783550635,308,English,17.46 MB,PDF,Network Security,http://file.allitebooks.com/20150930/Learning Ansible.pdf
JMeter Cookbook,2014,Bayo Erinle,1783988282,228,English,5.17 MB,PDF,Programming,http://file.allitebooks.com/20150930/JMeter Cookbook.pdf
JavaScript Mobile Application Development,2014,Hazem Saleh,1783554177,332,English,5.56 MB,PDF,JavaScript,http://file.allitebooks.com/20150930/JavaScript Mobile Application Development.pdf
Heroku Cookbook,2014,Mike Coutermarsh,1782177949,232,English,3.48 MB,PDF,Programming,http://file.allitebooks.com/20150930/Heroku Cookbook.pdf
GeoServer Cookbook,2014,Stefano Iacovella,1783289619,280,English,6.07 MB,PDF,Java,http://file.allitebooks.com/20150930/GeoServer Cookbook.pdf
Building Scalable Apps with Redis and Node.js,2014,Joshua Johanan,1783984481,293,English,3.29 MB,PDF,JavaScript,http://file.allitebooks.com/20150930/Building Scalable Apps with Redis and Node.js.pdf
Computational Movement Analysis,2014,Patrick Laube,3319102672,98,English,3.85 MB,PDF,Graphics & Design,http://file.allitebooks.com/20150930/Computational Movement Analysis.pdf
Pro Perl,2010,Peter Wainwright,159059438X,1047,English,4.38 MB,PDF,Perl,http://file.allitebooks.com/20150930/Pro Perl.pdf
Wireshark Essentials,2014,James H Baxter,1783554630,194,English,3.15 MB,PDF,"Networks, Protocols & APIs",http://file.allitebooks.com/20150930/Wireshark Essentials.pdf
"R Graphs Cookbook, Second Edition",2014,Hrishi V. Mittal,1783988789,368,English,3.55 MB,PDF,Graphics & Design,http://file.allitebooks.com/20150930/R Graphs Cookbook Second Edition.pdf
NetBeans IDE 8 Cookbook,2014,David Salter,1782167765,386,English,5.68 MB,PDF,JavaScript,http://file.allitebooks.com/20150930/NetBeans IDE 8 Cookbook.pdf
Mastering Dart,2014,Sergey Akopkokhyants,1783989564,346,English,3.22 MB,PDF,Networking & Cloud Computing,http://file.allitebooks.com/20150930/Mastering Dart.pdf
